FullCategoryName,UPC,Condition,Order_Type,Average Checked In per Day,Average Produced per Day,Average Sold per Day After Listing,Average Sold per Day,Sold Quantity,GAAP Sales,Sold Recovery % (Lowest Retail),Sold Recovery % (Anchor MSRP),Average Shipped per Day,Shipped Quantity,Shipped GAAP Sales
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.05,0.05,0.074626866,1.25,5,$5 ,12%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.083333333,0.086956522,0.1,0.5,2,$2 ,11%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.044776119,0.044776119,0.047619048,0.75,3,$3 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.119402985,0.119402985,0.262295082,2,8,$8 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.017241379,0.017241379,0.018518519,0.25,1,$1 ,6%,6%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.060606061,0.060606061,0.130909091,0.222222222,6,$18 ,23%,23%,0.24,6,$18 
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.096153846,0.096153846,0.117924528,1.25,5,$5 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.074626866,0.075757576,0.135869565,1.25,5,$5 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.050505051,0.050505051,0.052631579,1.25,5,$5 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.050505051,0.050505051,0.066489362,1.25,5,$5 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.05,0.05,0.052410901,1.25,5,$5 ,12%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.208955224,0.208955224,0.279600571,3.5,14,$14 ,14%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.074626866,0.075757576,0.080645161,1.25,5,$5 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.101010101,0.101010101,0.154559505,2.5,10,$10 ,8%,8%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.111111111,0.111111111,0.12195122,1.25,5,$5 ,10%,10%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.074626866,0.075757576,0.08650519,1.25,5,$5 ,18%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.151515152,0.151515152,0.274725275,3.75,15,$15 ,13%,14%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.26,0.26,0.463967056,1.625,26,$78 ,38%,43%,1.625,26,$78 
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.02,0.021505376,0.020833333,0.5,2,$2 ,12%,13%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.177777778,0.177777778,0.241509434,2,8,$16 ,15%,15%,,,
Electronics -> Cellular Phones -> Accessories -> Cases,1.94346E+11,New,B2BMarketplace,0.066666667,0.066666667,0.073170732,0.75,3,$3 ,8%,8%,,,
Toys -> Learning & Education -> Not Powered,1.94356E+11,New,B2BMarketplace,0.0625,0.066666667,0.071428571,0.5,2,$10 ,31%,31%,,,
Music -> Music CDs/Vinyl/Tapes,1.94399E+11,New,B2BMarketplace,0.011627907,0.011764706,0.03125,0.018867925,1,$8 ,31%,31%,0.020408163,1,$8 
Music -> Music CDs/Vinyl/Tapes,1.94399E+11,New,B2BMarketplace,0.032258065,0.032258065,0.230769231,0.0375,3,$27 ,14%,14%,0.0375,3,$27 
"Sports, Fitness & Outdoors -> Golf",1.94519E+11,New,B2BMarketplace,0.740740741,0.740740741,13.33333333,0.784313725,80,"$2,240 ",56%,56%,0.930232558,80,"$2,240 "
"Sports, Fitness & Outdoors -> Golf",1.94519E+11,New,B2BMarketplace,0.27826087,0.293577982,4.571428571,0.31372549,32,$960 ,60%,60%,0.351648352,32,$960 
"Sports, Fitness & Outdoors -> Golf",1.94519E+11,New,B2BMarketplace,0.277777778,0.277777778,7.5,0.297029703,30,$840 ,56%,56%,0.340909091,30,$840 
"Sports, Fitness & Outdoors -> Golf",1.94519E+11,New,B2BMarketplace,0.324074074,0.324074074,5.833333333,0.343137255,35,$980 ,56%,56%,0.406976744,35,$980 
"Toys -> Boardgames, Puzzles & Building Blocks",1.94735E+11,New,B2BMarketplace,0.027027027,0.027027027,0.071428571,0.043478261,1,$15 ,27%,35%,0.058823529,1,$15 
"Toys -> Boardgames, Puzzles & Building Blocks",1.94735E+11,New,B2BMarketplace,0.073170732,0.073170732,0.3,0.096774194,3,$36 ,40%,40%,0.103448276,3,$36 
"Toys -> Vehicles, Trains & RC",1.94735E+11,New,B2BMarketplace,0.450980392,0.46,1.135193133,0.821428571,23,$414 ,43%,90%,0.958333333,23,$414 
"Toys -> Vehicles, Trains & RC",1.94735E+11,New,B2BMarketplace,0.02020202,0.02020202,1.333333333,0.020618557,2,$180 ,64%,64%,0.023529412,2,$180 
Toys -> Dolls,1.94735E+11,New,B2BMarketplace,0.909836066,0.909836066,7.012521343,1.099009901,111,"$4,440 ",53%,53%,1.11,111,"$4,440 "
Toys -> Dolls,1.94735E+11,New,B2BMarketplace,0.9,0.928571429,4.582859056,1.193877551,117,"$3,024 ",37%,34%,1.231578947,117,"$3,024 "
Toys -> Dolls,1.94735E+11,New,B2BMarketplace,0.034482759,0.034482759,1.333333333,0.037735849,2,$90 ,40%,40%,0.052631579,2,$90 
"Toys -> Vehicles, Trains & RC",1.94735E+11,New,B2BMarketplace,0.0625,0.0625,0.862068966,0.070422535,5,$250 ,33%,23%,0.098039216,5,$250 
Toys -> Dolls,1.94735E+11,New,B2BMarketplace,7.19047619,7.19047619,69.83460949,9.741935484,302,"$7,498 ",37%,45%,2.64,66,"$1,598 "
Toys -> Dolls,1.94735E+11,New,B2BMarketplace,0.253968254,0.253968254,0.530020704,0.516129032,16,$64 ,36%,67%,0.533333333,16,$64 
Toys -> Dolls,1.94735E+11,New,B2BMarketplace,0.019230769,0.019230769,0.041666667,0.035714286,1,$4 ,36%,70%,0.043478261,1,$4 
Toys -> Dolls,1.94735E+11,New,B2BMarketplace,0.014285714,0.014285714,0.023809524,0.035714286,1,$4 ,52%,70%,0.043478261,1,$4 
Toys -> Action Figures,1.94735E+11,New,B2BMarketplace,0.006666667,0.023809524,0.010146561,1,3,$24 ,27%,36%,1.5,3,$24 
"Toys -> Vehicles, Trains & RC",1.94735E+11,New Damaged Box,B2BMarketplace,0.020833333,0.035714286,0.025,0.125,4,$36 ,16%,18%,0.133333333,4,$36 
Toys -> Dolls,1.94735E+11,New,B2BMarketplace,0.509259259,0.509259259,3.848600509,0.604395604,55,$935 ,65%,68%,0.625,55,$935 
Toys -> Dolls,1.94735E+11,New,B2BMarketplace,0.319148936,0.357142857,3.947368421,0.391304348,45,$450 ,38%,40%,0.394736842,45,$450 
"Toys -> Vehicles, Trains & RC",1.94735E+11,New,B2BMarketplace,1.064516129,1.1,2.515011547,3,33,$825 ,45%,45%,,,
Toys -> Dolls,1.94735E+11,New,B2BMarketplace,3.587719298,3.587719298,24.21905313,3.787037037,409,"$5,595 ",53%,55%,3.895238095,409,"$5,595 "
Toys -> Dolls,1.94735E+11,New,B2BMarketplace,1.653061224,1.653061224,10.54823151,1.78021978,162,"$2,083 ",54%,51%,1.88372093,162,"$2,083 "
Toys -> Action Figures,1.94735E+11,New,B2BMarketplace,1.4,1.4,1.909090909,5.25,42,$294 ,35%,50%,21,42,$294 
Home Improvement -> Hardware,1.94767E+11,New Damaged Box,B2BMarketplace,0.002123142,0.008928571,0.004,0.016949153,1,$11 ,7%,6%,0.01754386,1,$11 
Home -> Vacuums,1.94846E+11,New,B2BMarketplace,0.041237113,0.041237113,0.4,0.045977011,4,$188 ,31%,36%,0.0625,4,$188 
Home -> Vacuums,1.94846E+11,New,B2BMarketplace,0.222222222,0.25,0.5,0.5,2,$190 ,48%,48%,,,
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies",1.94851E+11,New,B2BMarketplace,0.037037037,0.037037037,0.111111111,0.055555556,1,$22 ,43%,43%,0.111111111,1,$22 
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",1.94901E+11,New,B2BMarketplace,0.027777778,0.027777778,0.111111111,0.037037037,1,$60 ,11%,74%,0.04,1,$60 
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",1.94901E+11,New,B2BMarketplace,0.014925373,0.017241379,0.037037037,0.025,1,$35 ,34%,34%,0.027027027,1,$35 
"Clothing, Shoes & Accessories -> Shoes -> Mens",1.95747E+11,New,B2BMarketplace,0.038461538,0.047619048,0.041666667,0.5,1,$40 ,42%,42%,,,
Electronics -> Computers -> Accessories -> Other,1.95892E+11,New,B2BMarketplace,0.011235955,0.026785714,0.016071429,0.04,3,$780 ,20%,20%,0.041666667,3,$780 
Electronics -> Computers -> Accessories -> Other,1.95892E+11,New,B2BMarketplace,0.083636364,,0.150497866,0.18852459,23,$230 ,40%,40%,0.203539823,23,$230 
"Electronics -> Printers, Scanners & Faxes -> Ink, Toner, Accessories & Supplies",1.95908E+11,New,B2BMarketplace,0.005291005,0.005291005,0.005494505,0.25,1,$10 ,25%,25%,,,
Jewelry -> Watches (NOT Wearable Tech),1.95926E+11,New,B2BMarketplace,0.007874016,0.007874016,0.011494253,0.025,1,$25 ,20%,20%,0.027027027,1,$25 
"Clothing, Shoes & Accessories -> Shoes -> Mens",1.96265E+11,New,B2BMarketplace,0.014285714,0.014285714,0.125,0.016129032,1,$18 ,26%,26%,0.016949153,1,$18 
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",1.96265E+11,New,B2BMarketplace,0.014705882,0.014705882,0.066666667,0.018867925,1,$15 ,30%,30%,0.026315789,1,$15 
"Clothing, Shoes & Accessories -> Shoes -> Mens",1.96265E+11,New,B2BMarketplace,0.014705882,0.016393443,0.066666667,0.018867925,1,$15 ,32%,32%,0.026315789,1,$15 
"Clothing, Shoes & Accessories -> Shoes -> Mens",1.96265E+11,New,B2BMarketplace,0.017241379,0.017241379,0.2,0.018867925,1,$8 ,29%,24%,0.019607843,1,$8 
"Clothing, Shoes & Accessories -> Shoes -> Womens",1.96265E+11,New,B2BMarketplace,0.011494253,0.011494253,0.04,0.016129032,1,$8 ,16%,16%,0.016949153,1,$8 
Electronics -> Computers -> Accessories -> Keyboards & Mice,1.96338E+11,New,B2BMarketplace,0.008474576,0.008474576,0.047619048,0.010309278,1,$30 ,34%,34%,0.011627907,1,$30 
Electronics -> Video Games -> Games -> Microsoft,1.96388E+11,New,B2BMarketplace,0.078014184,0.087301587,0.576190476,0.103773585,11,$132 ,24%,24%,0.107843137,11,$132 
Electronics -> Video Games -> Games -> Microsoft,1.96388E+11,New,B2BMarketplace,0.683333333,0.683333333,22.41333333,0.694915254,41,"$1,285 ",48%,45%,0.706896552,41,"$1,285 "
Music -> Music CDs/Vinyl/Tapes,1.96588E+11,New,B2BMarketplace,0.027027027,0.027777778,1,0.028571429,1,$10 ,20%,29%,0.03125,1,$10 
Music -> Music CDs/Vinyl/Tapes,1.96588E+11,New,B2BMarketplace,0.017241379,0.01754386,0.020833333,0.111111111,1,$9 ,31%,31%,0.333333333,1,$9 
Music -> Music CDs/Vinyl/Tapes,1.96588E+11,New,B2BMarketplace,0.014084507,0.014285714,0.111111111,0.016129032,1,$10 ,25%,25%,0.016949153,1,$10 
"Clothing, Shoes & Accessories -> Shoes -> Womens",1.96604E+11,New,B2BMarketplace,0.005847953,0.007936508,0.01,0.014084507,1,$59 ,44%,44%,0.014925373,1,$59 
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",1.9682E+11,New,B2BMarketplace,0.017241379,0.017241379,0.2,0.018867925,1,$10 ,23%,100%,0.020408163,1,$10 
"Clothing, Shoes & Accessories -> Shoes -> Womens",1.96825E+11,New,B2BMarketplace,0.012987013,,0.055555556,0.016949153,1,$10 ,11%,11%,0.01754386,1,$10 
"Clothing, Shoes & Accessories -> Shoes -> Mens",1.96968E+11,New,B2BMarketplace,0.008695652,0.008849558,0.022727273,0.014084507,1,$59 ,29%,29%,0.014925373,1,$59 
"Sports, Fitness & Outdoors -> Outdoor Sports",1.97381E+11,New,B2BMarketplace,0.137254902,0.137254902,0.457943925,1.75,7,$63 ,23%,23%,,,
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",1.97884E+11,New,B2BMarketplace,0.016949153,0.017241379,0.2,0.018867925,1,$10 ,23%,100%,0.020408163,1,$10 
Health & Beauty -> Fragrances,3.14776E+12,New,B2BMarketplace,0.0625,0.0625,0.363636364,0.075471698,4,$120 ,45%,33%,0.105263158,4,$120 
Health & Beauty -> Fragrances,3.38646E+12,New,B2BMarketplace,0.014150943,0.023809524,0.029126214,0.035294118,3,$75 ,56%,61%,0.083333333,3,$75 
Health & Beauty -> Fragrances,3.4142E+12,New,B2BMarketplace,0.041666667,0.043478261,0.083333333,0.090909091,1,$10 ,50%,48%,,,
Health & Beauty -> Fragrances,3.60734E+12,New,B2BMarketplace,0.008823529,0.008928571,0.012875536,0.028301887,3,$75 ,53%,44%,0.029411765,3,$75 
Health & Beauty -> Fragrances,3.61427E+12,New,B2BMarketplace,0.008130081,0.015873016,0.01509434,0.018018018,2,$118 ,47%,115%,0.018181818,2,$118 
Health & Beauty -> Fragrances,3.61427E+12,New,B2BMarketplace,0.032258065,0.032258065,0.05,0.090909091,1,$15 ,33%,33%,,,
Health & Beauty -> Fragrances,3.6163E+12,New,B2BMarketplace,0.097633136,0.261904762,0.25903901,0.305555556,33,$264 ,11%,20%,0.308411215,33,$264 
Health & Beauty -> Fragrances,3.663E+12,New,B2BMarketplace,0.006802721,0.007936508,0.016129032,0.011764706,1,$125 ,40%,40%,0.027777778,1,$125 
Health & Beauty -> Fragrances,3.663E+12,New,B2BMarketplace,0.012195122,0.015873016,0.043010753,0.023529412,2,$52 ,23%,53%,0.055555556,2,$52 
Health & Beauty -> Fragrances,3.663E+12,New,B2BMarketplace,0.013157895,0.013157895,0.018867925,0.043478261,1,$40 ,39%,60%,0.0625,1,$40 
Health & Beauty -> Home Health Care,3.70055E+12,New,B2BMarketplace,0.220858896,0.220858896,15.61445783,0.232258065,36,"$1,632 ",50%,50%,0.238410596,36,"$1,632 "
"Toys -> Boardgames, Puzzles & Building Blocks",4.05037E+12,New,B2BMarketplace,4.136363636,4.136363636,26.3936255,4.918918919,182,"$4,550 ",50%,50%,4.857142857,170,"$4,250 "
Furniture -> Patio,4.71094E+12,New Damaged Box,B2BMarketplace,0.003284072,0.017857143,0.007380074,0.055555556,2,$52 ,4%,5%,0.057142857,2,$52 
Electronics -> Video Games -> Games -> Nintendo,4.90237E+12,New,B2BMarketplace,0.031746032,0.035714286,0.08,0.090909091,2,$54 ,46%,54%,0.125,2,$54 
Baby -> Nursing & Feeding Supplies,5.01042E+12,New,B2BMarketplace,0.028037383,0.028037383,0.5,0.02970297,3,$430 ,55%,48%,0.03,3,$430 
Toys -> Action Figures,5.01099E+12,New,B2BMarketplace,0.1,0.1,0.166666667,0.25,1,$7 ,25%,58%,,,
Toys -> Action Figures,5.01099E+11,New,B2BMarketplace,0.014285714,0.014285714,0.058823529,0.018867925,1,$10 ,19%,67%,0.026315789,1,$10 
Toys -> Action Figures,5.01099E+12,New,B2BMarketplace,2.227848101,2.227848101,6.356659142,4.756756757,176,$883 ,17%,33%,5.028571429,176,$883 
Toys -> Action Figures,5.01099E+12,New,B2BMarketplace,0.028571429,0.033333333,0.142857143,0.035714286,1,$6 ,36%,33%,0.043478261,1,$6 
Toys -> Action Figures,5.01099E+12,New,B2BMarketplace,0.351351351,0.361111111,0.824390244,3.25,13,$130 ,28%,100%,,,
Toys -> Action Figures,5.01099E+12,New,B2BMarketplace,0.198529412,0.214285714,1.769417476,0.3375,27,$222 ,25%,59%,0.3375,27,$222 
Toys -> Action Figures,5.01099E+12,New,B2BMarketplace,0.162790698,0.166666667,1.270893372,0.194444444,21,$168 ,25%,29%,0.198113208,21,$168 
Toys -> Action Figures,5.011E+12,New,B2BMarketplace,0.214285714,0.261904762,1.191466083,0.305555556,33,$429 ,30%,46%,0.308411215,33,$429 
Toys -> Action Figures,5.011E+12,New,B2BMarketplace,0.519480519,0.634920635,3.945745993,0.740740741,80,"$1,589 ",40%,40%,0.747663551,80,"$1,589 "
Toys -> Stuffed Animals,5.011E+12,New,B2BMarketplace,1.464285714,1.464285714,5.898245614,4.555555556,41,$779 ,21%,38%,5.857142857,41,$779 
Health & Beauty -> Sexual Wellness & Family Planning,5.06044E+12,New,B2BMarketplace,0.007352941,0.007936508,0.025641026,0.010309278,1,$70 ,35%,35%,0.011494253,1,$70 
Baby -> Nursing & Feeding Supplies,5.06044E+12,New,B2BMarketplace,0.046511628,0.047058824,4,0.047619048,4,$600 ,54%,54%,0.054054054,4,$600 
Baby -> Nursing & Feeding Supplies,5.06044E+12,New,B2BMarketplace,0.042372881,0.042372881,0.510204082,0.04950495,5,"$1,250 ",50%,50%,0.042553191,4,"$1,000 "
Baby -> Nursing & Feeding Supplies,5.06044E+12,New,B2BMarketplace,0.130434783,0.130434783,0.310344828,0.75,3,$345 ,33%,36%,,,
"Toys -> Boardgames, Puzzles & Building Blocks",5.06059E+12,New,B2BMarketplace,0.00525394,0.013333333,0.007092199,0.02027027,3,$72 ,20%,20%,0.020689655,3,$72 
"Sports, Fitness & Outdoors -> Cycling & Bicycles",5.42503E+12,New,B2BMarketplace,0.028571429,0.028571429,0.052631579,0.0625,2,$46 ,38%,38%,0.066666667,2,$46 
"Sports, Fitness & Outdoors -> Camping & Hiking",6.00292E+11,New,B2BMarketplace,0.054054054,0.055555556,0.25,0.071428571,2,$10 ,25%,20%,0.086956522,2,$10 
Music -> Music CDs/Vinyl/Tapes,6.02435E+11,New,B2BMarketplace,0.015384615,0.015384615,0.333333333,0.016129032,1,$10 ,36%,33%,0.016949153,1,$10 
Music -> Music CDs/Vinyl/Tapes,6.02455E+11,New,B2BMarketplace,0.015625,0.015625,0.090909091,0.018867925,1,$10 ,28%,29%,0.026315789,1,$10 
Music -> Music CDs/Vinyl/Tapes,6.02456E+11,New,B2BMarketplace,0.086206897,0.086206897,0.757575758,0.094339623,5,$50 ,25%,26%,0.102040816,5,$50 
Music -> Music CDs/Vinyl/Tapes,6.02456E+11,New,B2BMarketplace,0.017241379,0.01754386,0.25,0.018867925,1,$10 ,15%,20%,0.020408163,1,$10 
Music -> Music CDs/Vinyl/Tapes,6.02456E+11,New,B2BMarketplace,0.014084507,0.014285714,0.111111111,0.016129032,1,$10 ,31%,36%,0.016949153,1,$10 
Music -> Music CDs/Vinyl/Tapes,6.02458E+11,New,B2BMarketplace,0.038461538,0.039215686,0.046511628,0.222222222,2,$16 ,12%,21%,0.666666667,2,$16 
Music -> Music CDs/Vinyl/Tapes,6.02508E+11,New,B2BMarketplace,0.01754386,0.017857143,0.333333333,0.018867925,1,$12 ,32%,32%,0.020408163,1,$12 
Music -> Music CDs/Vinyl/Tapes,6.02508E+11,New,B2BMarketplace,0.01754386,0.017857143,0.333333333,0.018867925,1,$8 ,30%,30%,0.020408163,1,$8 
Music -> Musical Instruments -> Not Powered,6.1182E+11,New,B2BMarketplace,0.054794521,0.055555556,0.173913043,0.081632653,4,$12 ,19%,20%,0.093023256,4,$12 
"Home -> Bedding -> Covers, Mattress Pads & Toppers",6.17014E+11,New,B2BMarketplace,0.006802721,0.006802721,0.25,0.006993007,1,$139 ,82%,82%,0.007352941,1,$139 
Electronics -> Video Games -> Accessories -> Cases & Skins,6.17885E+11,New,B2BMarketplace,0.005050505,0.005291005,0.015151515,0.007575758,1,$9 ,50%,50%,0.008849558,1,$9 
"Clothing, Shoes & Accessories -> Backpacks, Bags, Wallets & Accessories",6.18842E+11,New,B2BMarketplace,0.006134969,0.007936508,0.01754386,0.009433962,1,$40 ,37%,40%,0.014084507,1,$40 
Electronics -> Cameras -> Accessories,6.19659E+11,New,B2BMarketplace,0.009615385,0.046875,0.056603774,0.272727273,3,$21 ,28%,20%,0.375,3,$21 
Home -> Vacuums,6.22357E+11,New,B2BMarketplace,0.003472222,0.008928571,0.004926108,0.011764706,1,$100 ,37%,37%,0.013513514,1,$100 
Toys -> Dolls,6.30996E+11,New,B2BMarketplace,0.088607595,0.088607595,0.583333333,0.104477612,7,$77 ,61%,61%,0.106060606,7,$77 
Toys -> Action Figures,6.30996E+11,New,B2BMarketplace,0.125874126,0.142857143,0.305084746,0.214285714,18,$72 ,25%,21%,0.227848101,18,$72 
Jewelry -> Earrings,6.31276E+11,New,B2BMarketplace,0.004329004,0.008403361,0.05,0.01010101,1,$60 ,48%,48%,0.011494253,1,$60 
Toys -> Action Figures,6.34482E+11,New,B2BMarketplace,0.066666667,0.066666667,0.25,0.090909091,1,$7 ,25%,25%,0.1,1,$7 
Music -> Music CDs/Vinyl/Tapes,6.34904E+11,New,B2BMarketplace,0.015625,0.015625,0.090909091,0.018867925,1,$10 ,31%,30%,0.026315789,1,$10 
"Sports, Fitness & Outdoors -> Camping & Hiking",6.45397E+11,New,B2BMarketplace,0.070512821,0.087301587,0.144736842,0.1375,11,$132 ,34%,19%,0.1375,11,$132 
"Sports, Fitness & Outdoors -> Camping & Hiking",6.45398E+11,New,B2BMarketplace,0.058139535,0.058139535,0.090909091,0.161290323,5,$125 ,46%,36%,0.172413793,5,$125 
"Sports, Fitness & Outdoors -> Camping & Hiking",6.45398E+11,New,B2BMarketplace,0.046511628,0.046511628,0.333333333,0.05,4,$43 ,36%,36%,0.05,4,$43 
"Sports, Fitness & Outdoors -> Camping & Hiking",6.45398E+11,New,B2BMarketplace,0.058139535,0.058139535,0.3125,0.071428571,5,$60 ,42%,34%,0.084745763,5,$60 
Health & Beauty -> Bath & Body,6.51474E+11,New,B2BMarketplace,0.440528634,0.793650794,0.840336134,0.925925926,100,"$2,200 ",27%,27%,0.980392157,100,"$2,200 "
Electronics -> Tablets & eReaders -> Accessories -> Apple iPad,6.60543E+11,New,B2BMarketplace,0.011627907,0.011627907,0.026315789,0.020833333,1,$10 ,19%,13%,0.022727273,1,$10 
Electronics -> Cellular Phones -> Accessories -> Cases,6.60543E+11,New,B2BMarketplace,0.040816327,0.041666667,0.1,0.052631579,2,$8 ,9%,4%,0.054054054,2,$8 
Electronics -> Cellular Phones -> Accessories -> Cases,6.60543E+11,New,B2BMarketplace,0.010638298,0.010638298,1,0.010752688,1,$5 ,13%,13%,0.010989011,1,$5 
Electronics -> Cellular Phones -> Accessories -> Cases,6.60543E+11,New,B2BMarketplace,0.022727273,0.022727273,0.125,0.027777778,1,$2 ,5%,4%,0.027777778,1,$2 
Electronics -> Cellular Phones -> Accessories -> Cases,6.60543E+11,New,B2BMarketplace,0.021276596,0.021276596,2,0.021505376,2,$10 ,13%,10%,0.021978022,2,$10 
Electronics -> Tablets & eReaders -> Accessories -> Apple iPad,6.60544E+11,New,B2BMarketplace,0.330434783,0.330434783,5.250909091,0.361904762,38,$570 ,27%,27%,0.417582418,38,$570 
Electronics -> Video Games -> Games -> Microsoft,6.62249E+11,New,B2BMarketplace,0.019230769,0.019230769,1,0.019607843,1,$5 ,13%,6%,0.02,1,$5 
Electronics -> Video Games -> Games -> Microsoft,6.62249E+11,New,B2BMarketplace,0.019230769,0.019230769,1,0.019607843,1,$5 ,15%,10%,0.02,1,$5 
Electronics -> Video Games -> Games -> Sony,6.62249E+11,New,B2BMarketplace,0.076923077,0.076923077,4,0.078431373,4,$20 ,8%,5%,0.08,4,$20 
Electronics -> Video Games -> Games -> Microsoft,6.62249E+11,New,B2BMarketplace,0.117647059,0.117647059,0.8,0.137931034,4,$12 ,8%,8%,0.137931034,4,$12 
