FullCategoryName,UPC,BundleTitle,Condition,Order_Type,Average Checked In per Day,Average Produced per Day,Average Sold per Day After Listing,Average Sold per Day,Sold Quantity,GAAP Sales,Sold Recovery % (Lowest Retail),Sold Recovery % (Anchor MSRP),Average Shipped per Day,Shipped Quantity,Shipped GAAP Sales
"Toys -> Vehicles, Trains & RC",21664834008,CAT Advent Calendar Exclusive,BRAND NEW,B2BMarketplace,0.346153846,0.346153846,0.6,0.818181818,9,$63 ,28%,28%,1.5,9,$63 
Home -> Appliances -> Small Appliances -> Coffee & Beverage Machines -> Drip Brewers / Perculators,22333435014,Hamilton Beach 43501Y 12 Cup Proctor-Silex Coffee Maker,BRAND NEW,B2BMarketplace,0.006024096,,0.018518519,0.008928571,1,$9 ,50%,50%,0.01369863,1,$9 
Home -> Cleaning Supplies,23400350001,"Renuzit 35000CT Adjustables Air Freshener, Citrus Sunburst, 7 Oz Cone",BRAND NEW,B2BMarketplace,2.567567568,2.567567568,5.277777778,5,190,$760 ,15%,23%,5.757575758,190,$760 
"Toys -> Vehicles, Trains & RC",23922119254,Lionel 7-11925 Polar Express Battery Operated Mini Train Set Standard,BRAND NEW,B2BMarketplace,0.228136882,0.465116279,0.365111562,0.689655172,60,"$1,460 ",41%,41%,0.722891566,60,"$1,460 "
Movies & TV Media -> DVD Discs,24543347996,20th Century Fox The Complete Die Hard Collection (DVD),BRAND NEW,B2BMarketplace,0.026785714,0.026785714,0.391304348,0.029126214,3,$27 ,41%,41%,0.029126214,3,$27 
Movies & TV Media -> DVD Discs,24543564775,20th Century Fox Sons Of Anarchy: The Complete Series DVD,BRAND NEW,B2BMarketplace,0.115384615,0.115384615,0.894409938,0.144578313,12,$177 ,26%,25%,0.144578313,12,$177 
Movies & TV Media -> DVD Discs,24543573708,"20th Century Fox Angel, The Complete Series (DVD)",BRAND NEW,B2BMarketplace,0.019230769,0.019230769,0.8,0.01980198,2,$26 ,20%,8%,0.020408163,2,$26 
Movies & TV Media -> DVD Discs,24543576211,20th Century Fox M*a*s*h: The Complete Collection DVD,BRAND NEW,B2BMarketplace,0.048076923,0.048076923,1.19047619,0.04950495,5,$75 ,27%,15%,0.051020408,5,$75 
Movies & TV Media -> DVD Discs,24543583028,20th Century Fox Bones: The Complete Series (DVD),BRAND NEW,B2BMarketplace,0.08411215,0.08411215,3,0.086538462,9,$167 ,33%,34%,0.087378641,9,$167 
Movies & TV Media -> DVD Discs,24543625124,20th Century Fox Home Entertainment Ice Age 3 Dawn Of The Dinosaurs (DVD),BRAND NEW,B2BMarketplace,0.016949153,0.016949153,0.066666667,0.022727273,2,$12 ,80%,160%,0.024096386,2,$12 
Toys -> Ride On Toys -> Vehicles,25543014543,"Cocomelon Choo Choo Train Ride-On Toy, 6-Volt",BRAND NEW,B2BMarketplace,0.015873016,0.015873016,1,0.016129032,1,$55 ,58%,56%,0.016393443,1,$55 
Toys -> Water Guns & Foam Blasters,28478154575,Gelbee GFGBB1 Flurry Glove Water Bead Gel-BB Blaster Blue,BRAND NEW,B2BMarketplace,0.729559748,0.899224806,4.15308642,1.137254902,116,"$1,276 ",25%,16%,1.303370787,116,"$1,276 "
"Sports, Fitness & Outdoors -> Hunting",29757990426,Bushnell 119904V Cellucore 20 Trail Camera for Verizon with Low Glow 80ft Night Range and HD,BRAND NEW,B2BMarketplace,0.05,0.05,0.222222222,0.064516129,2,$80 ,37%,36%,0.074074074,2,$80 
Electronics -> Wearable Technology -> Accessories -> Other,30506594109,Itime Black Panther Unisex Multicolor Smart Watch Avg4748,BRAND NEW,B2BMarketplace,0.018181818,0.018518519,0.2,0.020408163,1,$20 ,27%,27%,0.024390244,1,$20 
"Sports, Fitness & Outdoors -> Camping & Hiking",30878618359,"Jasco 980358690 EcoScapes Dual Power LED Rechargeable Lantern, Red",BRAND NEW,B2BMarketplace,0.207236842,0.207236842,1.647571606,0.237735849,63,$567 ,45%,45%,0.237735849,63,$567 
Party & Occasions -> Decorations & Favors,30878690072,Ecoscapes 69007-DK1 Galaxy Night Light Projector with Soothing Sound Effect,BRAND NEW,B2BMarketplace,0.20754717,0.324483776,0.35744882,0.588235294,110,"$1,100 ",25%,25%,0.611111111,110,"$1,100 "
Home -> Lighting & Light Fixtures,30878706438,Ecoscapes 70643-DK1 Wi-Fi Galaxy Night Light Projector with Soothing Sounds by Enbrighten,BRAND NEW,B2BMarketplace,0.006060606,0.006060606,0.04,0.007407407,1,$15 ,38%,38%,0.00862069,1,$15 
"Sports, Fitness & Outdoors -> Hunting",30955175195,X-Factor Outdoors XF-C-1672 Supreme Wrist Sling - Tan/Woodland Camo,BRAND NEW,B2BMarketplace,0.201005025,0.310077519,1.017811705,0.36036036,40,$80 ,12%,12%,0.366972477,40,$80 
Home -> Heating & Cooling -> Humidifiers / De-Humidifiers,31262106674,Homedics UHE-WMTF185 Total Comfort Deluxe Humidifier,BRAND NEW,B2BMarketplace,0.002816901,0.002949853,0.006849315,0.004784689,1,$44 ,49%,49%,0.004926108,1,$44 
"Sports, Fitness & Outdoors -> Fishing & Wildlife",31324174832,"PENN SQLII30SDLH Squall II Star Drag Fishing Reel, Size 30",BRAND NEW,B2BMarketplace,0.061349693,0.07751938,0.131578947,0.114942529,10,$600 ,35%,35%,0.12195122,10,$600 
"Sports, Fitness & Outdoors -> Fishing & Wildlife",31324177666,"PENN FTHII8XNSD Fathom II Star Drag Conventional Reel, Size 8XN, Right-Hand",BRAND NEW,B2BMarketplace,0.018518519,0.018518519,0.16,0.022988506,2,$220 ,47%,46%,0.013333333,1,$110 
Office -> Office Electronics -> Calculators,33317209507,"Texas Instruments TI-84 Plus CE Graphing Calculator, Bright White, 7.5 inch",BRAND NEW,B2BMarketplace,0.006024096,0.007751938,0.012658228,0.011494253,1,$70 ,54%,47%,0.013333333,1,$70 
Patio & Garden -> Gardening & Lawn Care -> Accessories,34411740019,"Fiskars 874001-1001 Gilmour Flexogen General Purpose Hose, Gray",BRAND NEW,B2BMarketplace,0.047619048,0.047619048,0.222222222,0.060606061,4,$40 ,14%,18%,0.066666667,4,$40 
Home Improvement -> Kitchen & Bath Fixtures,34449832380,Delta 58580-PK HydroRain 2-in-1 5-Spray 7-7/8 in. Fixed Shower Head in Chrome,BRAND NEW,B2BMarketplace,0.048780488,0.048780488,0.06779661,0.173913043,4,$196 ,17%,70%,0.210526316,4,$196 
Health & Beauty -> Oral Care,35000979803,HUM CN08172A Smart Electric Toothbrush Kit,BRAND NEW,B2BMarketplace,0.055555556,0.07751938,0.147058824,0.089285714,10,$210 ,30%,30%,0.089285714,10,$210 
Toys -> Dolls,35051424628,L.O.L. Surprise! 424628-INT Color Change Mega Pack Exclusive,BRAND NEW,B2BMarketplace,0.125,0.125,0.222222222,0.285714286,4,$120 ,31%,77%,0.333333333,4,$120 
Toys -> Dolls,35051574323,MGA Entertainment 574323EUC Rainbow High Deluxe Fashion Closet Playset,BRAND NEW,B2BMarketplace,0.010752688,0.011235955,0.5,0.011494253,1,$35 ,65%,59%,0.012195122,1,$35 
Toys -> Dolls,35051577416,MGA Entertainment 577416EUC Na! Na! Na! Surprise Teens Slumber Party Fashion Doll,BRAND NEW,B2BMarketplace,0.102003643,0.27184466,0.156408978,0.314606742,56,$504 ,24%,24%,0.32183908,56,$504 
Toys -> Dolls,35051584254,LOL Surprise 584254C3 Fashion Show Dolls,BRAND NEW,B2BMarketplace,2.117647059,2.117647059,3.6,5.142857143,36,$72 ,15%,20%,,,
Toys -> Dolls,35051585886,Rainbow High 585886 2022 Celebration Edition Dia De Los Muertos - Maria Garcia Fashion Collector Doll,BRAND NEW,B2BMarketplace,0.18134715,0.271317829,1.33297062,0.315315315,35,$525 ,12%,14%,0.318181818,35,$525 
Toys -> Dolls,35051587002,"Rainbow High 587002 Premium Edition- Paris Hilton Collector Doll- 11 inch, 2022 Fashion Doll with Blond Hair, 2 Gorgeous Outfits to Mix & Match and Premium Doll Accessories",BRAND NEW,B2BMarketplace,0.285714286,0.288461538,2.380952381,0.344827586,30,$900 ,30%,30%,0.365853659,30,$900 
"Clothing, Shoes & Accessories -> Clothing -> Mens -> T-Shirts, Polos, Sweaters",35481654220,Carhartt Mens Loose Long Logo Sleeve Graphic T-Shirt Port XXL,BRAND NEW,B2BMarketplace,0.04109589,0.04109589,0.375,0.046153846,3,$21 ,23%,23%,0.048387097,3,$21 
"Clothing, Shoes & Accessories -> Clothing -> Mens -> T-Shirts, Polos, Sweaters",35481657931,Carhartt Loose-Fit Midweight Logo Long-Sleeve Hoodie for Men - Port - XL,BRAND NEW,B2BMarketplace,0.01369863,0.01369863,0.125,0.015384615,1,$10 ,18%,18%,0.016129032,1,$10 
"Clothing, Shoes & Accessories -> Clothing -> Mens -> T-Shirts, Polos, Sweaters",35481975363,Carhartt Loose-Fit Midweight Logo Long-Sleeve Hoodie for Men - Navy - 3XT,BRAND NEW,B2BMarketplace,0.01369863,0.01369863,0.125,0.015384615,1,$10 ,17%,17%,0.016129032,1,$10 
Home -> Kitchen & Dining,35886415914,Henckels International Graphite 14-Pc. Self Sharpening Knife Block Set - GRAPHITE ONE SIZE,BRAND NEW,B2BMarketplace,0.806451613,0.806451613,1.527183873,12.5,50,"$4,950 ",33%,71%,,,
"Sports, Fitness & Outdoors -> Fishing & Wildlife",36282079731,Abu Garcia 1539734 Max X Low Profile Baitcast Fishing Reel,BRAND NEW,B2BMarketplace,0.045801527,0.046511628,0.125,0.072289157,6,$114 ,42%,32%,0.072289157,6,$114 
Electronics -> Computers -> Accessories -> Other,37332140043,Tripp Lite B004-VUA2-K-R 2 Port USB KVM Switch w Audio and Cables,BRAND NEW,B2BMarketplace,0.307692308,0.307692308,2,0.363636364,4,$32 ,25%,16%,0.4,4,$32 
Home Improvement -> Hardware,37332189844,"Tripp Lite SUPER725B 7-Outlet Surge Protector, 25 ft. Cord, Black",BRAND NEW,B2BMarketplace,0.461538462,0.5,6,0.545454545,6,$156 ,62%,62%,1,6,$156 
Electronics -> Batteries,39800130723,Energizer Ultimate Lithium AA 18-Pack - Longest-Lasting,BRAND NEW,B2BMarketplace,2.818181818,2.818181818,51.66666667,2.980769231,310,"$4,960 ",94%,46%,3.444444444,310,"$4,960 "
"Home -> Appliances -> Small Appliances -> Food Processors, Blenders, Mixers & Ice Cream Makers",40094646555,Hamilton Beach 64655 6-Speed Classic Stand Mixer Stainless Steel - White,BRAND NEW,B2BMarketplace,0.008196721,,0.1,0.008928571,1,$29 ,83%,83%,0.01369863,1,$29 
Electronics -> Video Games -> Games -> Sony,40198003407,Koei Tecmo Wo Long: Fallen Dynasty (PS4),BRAND NEW,B2BMarketplace,0.136363636,0.136363636,1.161290323,0.157894737,6,$36 ,10%,15%,0.090909091,3,$18 
Electronics -> Cameras -> Accessories,41333112107,Duracell DL123ABPK Usa 3 Volt Lithium Duracell Ultra 123 Photo Battery,BRAND NEW,B2BMarketplace,0.3,0.3,0.771428571,0.490909091,27,$54 ,11%,34%,0.5,27,$54 
Electronics -> Batteries,41333270357,"Duracell MN1500B24 Coppertop AA Alkaline Batteries, 24 Pack",BRAND NEW,B2BMarketplace,0.025,0.025,0.5,0.026315789,1,$10 ,56%,67%,0.028571429,1,$10 
Home Improvement -> Light Bulbs -> Smart,43168524063,General Electric 990285214 Cync LED 9W (60W) Smart Home Full Color A19 Smart Bulbs (4 Ct),BRAND NEW,B2BMarketplace,0.473282443,0.473282443,2.49125081,0.596153846,62,"$1,054 ",33%,59%,0.681318681,62,"$1,054 "
Home -> Lighting & Light Fixtures,43168541961,GE 93129822 Cync 60-Watt EQ A19 Full Color Dimmable Smart LED Light Bulb (3-Pack),BRAND NEW,B2BMarketplace,12.19170984,16.00680272,32.04389925,18.67460317,2353,"$19,863 ",28%,28%,18.97580645,2353,"$19,863 "
Home Improvement -> Hardware,43168551977,Cync GE Lighting Cync Indoor Smart Plug 3 Pack,BRAND NEW,B2BMarketplace,0.075342466,0.075342466,3.666666667,0.077464789,11,$253 ,45%,77%,0.079710145,11,$253 
Toys -> Action Figures,43377810339,Teenage Mutant Ninja Turtles 81033 TMNT Classics Michelangelo Action Figure,BRAND NEW,B2BMarketplace,0.013793103,0.02247191,0.06779661,0.033613445,4,$16 ,33%,33%,0.034188034,4,$16 
Movies & TV Media -> DVD Discs,43396096615,Sony Pictures Home Entertainment Spider-Man (2-Disc) (Special Edition),BRAND NEW,B2BMarketplace,0.024193548,0.024193548,0.044117647,0.053571429,3,$15 ,63%,100%,0.056603774,3,$15 
Movies & TV Media -> DVD Discs,43396474819,Sony Pictures Underworld,BRAND NEW,B2BMarketplace,0.003584229,0.007751938,0.005102041,0.012048193,1,$3 ,15%,6%,0.012048193,1,$3 
Movies & TV Media -> Blu-ray Discs,43396581593,Sony Pictures Spider-Man: Across the Spider-Verse [Includes Digital Copy] [Blu-ray/DVD],BRAND NEW,B2BMarketplace,0.229166667,0.229166667,1.163461538,0.34375,11,$55 ,18%,20%,0.35483871,11,$55 
Movies & TV Media -> DVD Discs,43396632905,Sony Pictures Spider-Man: Across the Spider-Verse / Spider-Man: Into the Spider-Verse (2 Disc) (DVD + Digital),BRAND NEW,B2BMarketplace,1.661016949,1.661016949,10.05391259,1.921568627,196,"$1,489 ",22%,27%,2,196,"$1,489 "
Health & Beauty -> Massagers & Spa,43619443295,ProForm 990011701 Percussion Therapy Gun,BRAND NEW,B2BMarketplace,0.002702703,0.003610108,0.007194245,0.004329004,1,$33 ,37%,37%,0.004329004,1,$33 
"Sports, Fitness & Outdoors -> Boats & Water Sports",44411037989,"Stearns Unisex Infinity Series Antimicrobial Life Jacket, S/M Gray/Yellow",BRAND NEW,B2BMarketplace,0.029411765,0.029411765,0.103448276,0.04109589,3,$18 ,24%,24%,0.048387097,3,$18 
Home Improvement -> Hardware,45242002337,Milwaukee 2804-22 M18 FUEL 18-Volt Lithium-Ion Brushless Cordless 1/2 in. Hammer Drill Driver Kit with Two 5.0 Ah Batteries and Hard Case,BRAND NEW,B2BMarketplace,0.022988506,,0.695652174,0.023952096,4,$720 ,27%,72%,0.025316456,4,$720 
Home Improvement -> Hardware,45242082414,"MILWAUKEE THE TORCH SAWZALL BLADE, 9 IN., 14 TPI, 25 PER PACK",BRAND NEW,B2BMarketplace,0.007246377,0.00862069,0.016949153,0.01369863,1,$40 ,24%,24%,0.014705882,1,$40 
"Industrial Supplies -> Dental, Medical, Lab & Scientific Equipment & Supplies",45242084739,"MILWAUKEE THIN KERF SAWZALL BLADE, 6 IN., 18 TPI, 50 PER PACK",BRAND NEW,B2BMarketplace,2.25,2.25,5,4.090909091,45,"$1,350 ",42%,42%,,,
Automotive -> Automotive Accessories,45242148639,Milwaukee 48-55-3530 Contractor Tool Bag,BRAND NEW,B2BMarketplace,0.117647059,0.117647059,0.4,0.166666667,8,$160 ,21%,21%,0.2,8,$160 
Home Improvement -> Hardware,45242158577,"Milwaukee 2471-20 Bare-Tool 12-Volt Pipe Cutter (Tool Only, No Battery)",BRAND NEW,B2BMarketplace,0.01980198,,2,0.020833333,2,$164 ,28%,55%,0.029411765,2,$164 
Home Improvement -> Tools -> Tool Accessories,45242167234,Milwaukee 48-89-2801 Thunderbolt Black Oxide Drill Bit Set (21-Piece),BRAND NEW,B2BMarketplace,0.051282051,0.058823529,0.121212121,0.181818182,2,$20 ,16%,16%,,,
Home Improvement -> Tools -> Tool Accessories,45242200962,Milwaukee 2335-20 M12 5-Pocket Tool Holder,BRAND NEW,B2BMarketplace,0.00729927,0.00862069,0.03030303,0.01,1,$10 ,35%,35%,0.010309278,1,$10 
Automotive -> Automotive Tools -> Hand,45242204731,Milwaukee 2446-20 M12 12-Volt Lithium-Ion Cordless Grease Gun (Tool-Only),BRAND NEW,B2BMarketplace,0.021978022,,0.8,0.022222222,2,$208 ,31%,58%,0.023809524,2,$208 
Home Improvement -> Tools -> Hand Tools,45242251209,Milwaukee 48-22-3079 6 In 1 Combination Pliers,BRAND NEW,B2BMarketplace,0.085714286,0.088235294,0.176470588,0.1875,3,$30 ,25%,25%,0.230769231,3,$30 
Home Improvement -> Tools -> Hand Tools,45242268481,Milwaukee 5376-20 8 Amp 1/2 in. Hammer Drill,BRAND NEW,B2BMarketplace,0.018292683,,0.333333333,0.019607843,6,$489 ,27%,58%,0.02,6,$489 
Home Improvement -> Tools -> Hand Tools,45242270538,Milwaukee 2697-22CT M18 Hammer Drill W/Impact Dr W/Cmpt Bat,BRAND NEW,B2BMarketplace,0.277439024,0.077586207,5.591492235,0.311643836,91,"$12,034 ",24%,47%,0.313793103,91,"$12,034 "
Automotive -> Automotive Tools -> Hand,45242287666,Milwaukee 2646-22CT M18 2-Spd Grease Gun Kit W/2 Cmpt Bat,BRAND NEW,B2BMarketplace,0.022988506,0.022988506,0.137931034,0.028985507,2,$320 ,22%,43%,0.032786885,2,$320 
Home Improvement -> Hardware,45242300655,Milwaukee 2361-20 M18 1300-Lumen LED 18-Volt Lithium-Ion Cordless Flood Light (Tool-Only),BRAND NEW,B2BMarketplace,0.071428571,0.083333333,0.2,0.142857143,1,$39 ,20%,39%,,,
Home Improvement -> Tools -> Hand Tools,45242323357,Milwaukee 2636-20 M18 Cordless 14 Gauge Double Cut Shear - Bare tool,BRAND NEW,B2BMarketplace,0.009615385,0.010309278,1,0.010416667,1,$170 ,26%,52%,0.014705882,1,$170 
Home Improvement -> Hardware,45242334056,Milwaukee 2203-20 10-1000V Dual Range Voltage Detector,BRAND NEW,B2BMarketplace,0.117647059,,0.222222222,0.4,2,$26 ,52%,52%,,,
Home Improvement -> Tools -> Hand Tools,45242339396,Milwaukee 2678-22BG M18 Force Logic 6T Utility Crimping Kit with D3 Grooves And Fixed Bg Die,BRAND NEW,B2BMarketplace,0.004651163,,1,0.004672897,1,"$1,299 ",59%,52%,0.004784689,1,"$1,299 "
Home -> Vacuums,45242341610,Milwaukee 0850-20 M12 Compact Vacuum (Bare Tool),BRAND NEW,B2BMarketplace,0.012195122,,0.148148148,0.013289037,4,$140 ,23%,47%,0.013422819,4,$140 
Home Improvement -> Tools -> Hand Tools,45242341627,Milwaukee 2362-20 M12 Led Lantern/Flood Light,BRAND NEW,B2BMarketplace,0.048387097,0.048387097,0.5,0.053571429,3,$60 ,14%,29%,0.066666667,3,$60 
Home Improvement -> Tools -> Hand Tools,45242342204,"Milwaukee 48-22-6108 Gen Ii 8"" Diagonal Pliers",BRAND NEW,B2BMarketplace,0.176470588,0.179104478,1.090909091,0.214285714,12,$108 ,23%,23%,0.266666667,12,$108 
Home Improvement -> Tools -> Tool Accessories,45242345946,Milwaukee 48-11-1850 M18 18-Volt Li-Ion XC Extended Capacity Battery Pack 5.0Ah,BRAND NEW,B2BMarketplace,0.530612245,0.536082474,3.507133593,0.753623188,52,"$2,063 ",12%,25%,0.278688525,17,$663 
Home Improvement -> Tools -> Hand Tools,45242353323,Milwaukee 48-89-4631 Kit Tin Shockwave (23-Piece),BRAND NEW,B2BMarketplace,0.122171946,0.279411765,4.445121951,0.139175258,27,$258 ,32%,32%,0.139896373,27,$258 
Home Improvement -> Tools -> Hand Tools,45242353361,"Milwaukee 2467-20 M12 1/4"" Hex Rai Driver tool Only",BRAND NEW,B2BMarketplace,0.015503876,,0.666666667,0.015873016,2,$100 ,61%,51%,0.017391304,2,$100 
Home Improvement -> Tools -> Hand Tools,45242356829,"MILWAUKEE GENERAL PURPOSE WIRE STRIPPER/CUTTER, FOR SOLID AND STRANDED WIRE",BRAND NEW,B2BMarketplace,0.031746032,0.032258065,0.133333333,0.043478261,2,$14 ,18%,18%,0.051282051,2,$14 
Automotive -> Automotive Tools -> Hand,45242358311,MILWAUKEE 10 In. MAXBITE Curve,BRAND NEW,B2BMarketplace,0.014925373,0.015151515,0.041666667,0.023809524,1,$15 ,44%,44%,0.03030303,1,$15 
Home Improvement -> Tools -> Tool Accessories,45242364244,Milwaukee Tool 2890-20 M18 Jobsite Radio,BRAND NEW,B2BMarketplace,0.0375,,Infinity,0.0375,3,$207 ,23%,53%,0.04,3,$207 
Home Improvement -> Tools -> Tool Accessories,45242472628,Milwaukee 48-11-2460M12 12-Volt Lithium-Ion XC Extended Capacity Battery Pack 6.0Ah,BRAND NEW,B2BMarketplace,0.060606061,0.064516129,Infinity,0.064516129,2,$78 ,16%,33%,0.105263158,2,$78 
Home -> Home Security & Safety,45242479887,"Milwaukee 48-22-8722 Performance Work Gloves, Large",BRAND NEW,B2BMarketplace,0.043478261,0.043478261,0.230769231,0.053571429,3,$30 ,33%,33%,0.066666667,3,$30 
Home -> Home Security & Safety,45242479894,"Milwaukee 48-22-8723 Performance Work Gloves, X-Large",BRAND NEW,B2BMarketplace,0.202898551,0.202898551,1.53125,0.25,14,$140 ,33%,33%,0.311111111,14,$140 
Home -> Home Security & Safety,45242479900,"Milwaukee 48-22-8724 Performance Work Gloves, XX-Large",BRAND NEW,B2BMarketplace,0.044117647,0.044776119,0.391304348,0.053571429,3,$30 ,33%,33%,0.066666667,3,$30 
Home -> Home Security & Safety,45242479931,"Milwaukee 48-22-8713 Free-Flex Work Gloves, X-Large",BRAND NEW,B2BMarketplace,0.161764706,0.134328358,0.991803279,0.196428571,11,$44 ,15%,15%,0.244444444,11,$44 
Home Improvement -> Tools -> Hand Tools,45242499021,Milwaukee MLW48229415 15 Piece Combination Wrench Set,BRAND NEW,B2BMarketplace,0.571428571,0.571428571,2.469135802,1.666666667,20,"$1,020 ",18%,18%,,,
Home Improvement -> Tools -> Hand Tools,45242499380,Milwaukee Elec Tool 4 Packs 25' HD Tape Measure,BRAND NEW,B2BMarketplace,0.43902439,0.142857143,0.776978417,1.636363636,18,$126 ,21%,21%,,,
Home Improvement -> Hardware,45242500796,MILWAUKEE ELECTRIC TOOL. 48-22-7108 8 STEEL PIPE WRENCH,BRAND NEW,B2BMarketplace,0.047619048,0.047619048,0.0625,0.2,1,$12 ,24%,24%,,,
Patio & Garden -> Gardening & Lawn Care -> Gardening Hand Tools,45242502752,Milwaukee 48-22-4014 14 in. Bolt Cutter,BRAND NEW,B2BMarketplace,0.049180328,0.049180328,0.236842105,0.0625,3,$75 ,30%,30%,0.066666667,3,$75 
Automotive -> Automotive Tools -> Hand,45242503643,Milwaukee 48-22-4530 Straight Cutting Aviation Snips,BRAND NEW,B2BMarketplace,0.285714286,0.290322581,3,0.321428571,18,$90 ,17%,17%,0.4,18,$90 
Home Improvement -> Tools -> Hand Tools,45242503735,Milwaukee 48224533 3pc Aviation Snip Set,BRAND NEW,B2BMarketplace,0.047619048,0.048387097,0.529411765,0.053571429,3,$36 ,16%,16%,0.066666667,3,$36 
Home Improvement -> Tools -> Hand Tools,45242504640,Milwaukee 48-22-9408 3/8 in. Drive SAE Ratchet and Socket Mechanics Tool Set (28-Piece),BRAND NEW,B2BMarketplace,0.147058824,0.151515152,0.390625,0.454545455,5,$275 ,26%,26%,,,
Home Improvement -> Tools -> Hand Tools,45242504657,Milwaukee 48-22-9508 3/8 in. Drive 32pc Ratchet & Socket Set (Metric) New,BRAND NEW,B2BMarketplace,0.256410256,0.242424242,1.086956522,0.909090909,10,$450 ,21%,21%,,,
Home Improvement -> Tools -> Tool Accessories,45242505333,"Milwaukee 48-22-8424 22"" Packout Tool Box",BRAND NEW,B2BMarketplace,0.176470588,0.147058824,1.161290323,0.214285714,12,$360 ,19%,19%,0.266666667,12,$360 
Home Improvement -> Hardware,45242505357,Milwaukee Tool PACKOUT Rolling Toolbox With All Terrain Wheels,BRAND NEW,B2BMarketplace,0.014925373,0.014925373,0.5,0.015384615,1,$82 ,29%,49%,0.016393443,1,$82 
Home Improvement -> Tools -> Hand Tools,45242506330,Milwaukee MLIBM24 Magnetic I-Beam Level 24in.,BRAND NEW,B2BMarketplace,0.015873016,0.016129032,0.166666667,0.017857143,1,$12 ,19%,19%,0.02173913,1,$12 
